Timestamp,market-cap
5/29/2014 1:59,7452893700
6/1/2014 3:13,8043868438
6/3/2014 17:49,8507610250
6/6/2014 18:41,8508865295
6/9/2014 23:33,8460504811
6/13/2014 0:24,7408465603
6/15/2014 19:12,7382326158
6/18/2014 11:30,7850526400
6/21/2014 8:54,7670358075
6/24/2014 0:38,7609954950
6/26/2014 14:57,7261000860
6/29/2014 5:44,7646813000
7/2/2014 16:05,8292766513
7/5/2014 21:11,8130405828
7/9/2014 2:04,8122438229
7/12/2014 5:22,8247579200
7/15/2014 11:15,8088666698
7/18/2014 10:36,8156035755
7/21/2014 9:15,8179215000
7/24/2014 15:14,8100938999
7/27/2014 18:22,7787787305
7/31/2014 1:49,7369491193
8/3/2014 5:17,7720106200
8/6/2014 14:07,7627124113
8/9/2014 13:27,7726269089
8/12/2014 6:31,7536923503
8/15/2014 6:11,6630484837
8/18/2014 3:49,6553227082
8/20/2014 20:25,6451830000
8/23/2014 19:37,6796278510
8/26/2014 22:28,6615983666
8/29/2014 18:44,6688860487
9/1/2014 16:08,6328530429
9/4/2014 18:47,6276555513
9/7/2014 21:46,6349807569
9/11/2014 4:53,6331141859
9/14/2014 0:13,6326057648
9/17/2014 1:33,6152399610
9/19/2014 17:03,5655107255
9/22/2014 15:06,5335625949
9/25/2014 17:48,5640547168
9/29/2014 2:32,5000063619
10/2/2014 7:47,5121845470
10/5/2014 12:26,4383678110
10/8/2014 16:02,4463242036
10/11/2014 22:07,4826153295
10/15/2014 5:27,5387392063
10/18/2014 9:16,5132725432
10/21/2014 19:09,5114796874
10/24/2014 19:39,4793775810
10/27/2014 23:34,4772451778
10/31/2014 2:06,4642273628
11/2/2014 21:36,4366606560
11/6/2014 0:55,4560728100
11/9/2014 5:37,4676803241
11/12/2014 10:42,4984005838
11/15/2014 15:04,5389391863
11/18/2014 20:02,5255762763
11/22/2014 4:46,4737840506
11/25/2014 11:20,5071429256
11/28/2014 21:13,5013389476
12/2/2014 2:27,5118862541
12/5/2014 13:29,5005417568
12/8/2014 21:04,5108753868
